HUD_unit_occupancy_rate,average_Jan_temperature,average_summer_temperature,city_or_urban,gini_coefficient_2016,high_housing_density,house_price_index_2009,log_median_rent,medicare_reimbursements_per_enrollee,migration_4_year_change,net_migration,number_eviction,percentage_excessive_drinking,percentage_owners_cost_burden_2016,percentage_renters_severe_cost_burden_2016,poverty_rate,proportion_one_person_households,rate_unemployment,rental_vacancy_rate,share_HUD_units,share_built_before_1940,share_no_bachelors,share_overcrowded_units_2016,share_renters_2016,share_under_18_with_single_parent,share_veteran_status,suburban,total_Jan_precipitation,total_annual_precipitation,utility_costs
94.0,23.5253772735596,65.0160217285156,0,43.808235168457,0,-3.24689376801157,1.75726175308228,8.57230840184851,0.587406873703003,448,0,0.210772126913071,11.8789653778076,23.2986927032471,14.3203258514404,28.677827835083,5.5100998878479,5.30118894577026,3.80386567115784,34.2342720031738,79.6147155761719,1.80291891098022,26.979341506958,22.9003524780273,10.7772216796875,0,2.92761182785034,39.2937622070313,14.0070896148682
97.0,69.5500030517578,84.4066619873047,0,50.0299987792969,0,28.0594343000358,2.55334377288818,9.94253,-0.313581436872482,347,96,0.260802686214447,18.1458778381348,31.8856334686279,11.3849210739136,32.5391693115234,3.17166590690613,21.0495700836182,2.57234716415405,7.01813983917236,70.4339141845703,3.14393043518066,39.7949142456055,22.692943572998,12.2189588546753,0,1.69000005722046,47.7999992370605,18.1000003814697
93.9294128417969,27.1135158538818,69.984733581543,0,43.3392677307129,0,0.0730073895296357,1.68404650688171,9.51601831197485,0.338881194591522,-1055,4817,0.206357315182686,13.4143648147583,25.1501293182373,14.3690614700317,27.6416549682617,5.5657000541687,5.85998058319092,2.1677942276001,17.8950538635254,79.9922409057617,1.68242859840393,22.662088394165,21.6005840301514,10.8337697982788,0,3.07727789878845,36.156623840332,14.2358798980713
94.0,51.9300003051758,90.7366714477539,1,46.8199996948242,0,24.3555633096349,2.11625552177429,10.10427,0.258954405784607,55537,0,0.185377478599548,14.4752445220947,23.8907985687256,14.7617874145508,27.0296211242676,4.56641721725464,7.82423305511475,1.38854169845581,0.973094701766968,68.633415222168,4.41064500808716,39.6407508850098,25.1563282012939,9.61328029632568,0,1.44000005722046,7.65999984741211,15.8999996185303
88.0,40.3899993896484,78.6100006103516,1,44.6100006103516,1,21.7369815765122,2.70001792907715,8.58512,0.0593913793563843,1102,0,0.205009832978249,14.8381233215332,19.1582908630371,10.2334575653076,41.5614929199219,2.9333221912384,4.32165050506592,5.27448892593384,8.51545524597168,36.7426147460938,3.93605947494507,57.818489074707,25.1328296661377,8.98095607757568,0,2.76999998092651,34.3199996948242,12.3000001907349
93.0114059448242,23.6894302368164,73.7213287353516,1,43.2425651550293,0,17.2407710775686,1.70870900154114,8.47844910160185,0.405967354774475,-795,410,0.188192844390869,10.2871513366699,19.4779872894287,12.7717123031616,26.3348369598389,3.65146207809448,4.45121812820435,5.35671377182007,29.919075012207,78.5772171020508,2.81799650192261,32.7929344177246,26.9003505706787,9.08701705932617,0,0.8633713722229,32.1965827941895,13.9491443634033
91.1181793212891,27.9057006835938,68.7939605712891,0,41.9437103271484,0,-0.0104565009117294,2.08625102043152,8.5250315825594,-0.0454404577612877,361,60,0.21681997179985,14.3572406768799,21.9243564605713,7.95506238937378,27.5310955047607,4.23572731018066,5.41425704956055,2.41218972206116,21.1542453765869,64.2263641357422,1.01588296890259,28.2673244476318,19.8797664642334,10.2275590896606,1,3.13839507102966,37.2393112182617,15.4650392532349
93.0,29.5900001525879,68.6133346557617,0,43.9599990844727,0,-0.971007696339413,1.57484650611877,8.9361,-0.225925922393799,-1166,17,0.195931985974312,12.3379096984863,31.2710762023926,18.4521503448486,30.9363040924072,5.80177021026611,7.64921092987061,3.9378821849823,42.2214584350586,79.0111236572266,1.51940512657166,30.0276927947998,26.4662857055664,10.6432514190674,0,4.67999982833862,44.1500015258789,13.6000003814697
96.0,19.2700004577637,70.9166641235352,1,46.0299987792969,1,3.23648040098681,2.10535287857056,9.08812,-0.0557869672775269,1590,489,0.212963432073593,13.8161573410034,25.4910316467285,13.4858846664429,32.9209403991699,3.60155367851257,3.56298017501831,6.95196676254272,26.4967002868652,57.5319671630859,4.2295503616333,40.9695816040039,26.2449150085449,7.18241834640503,0,0.680000007152557,40.3499984741211,7.09999990463257
95.0,46.810001373291,76.8166656494141,0,45.0400009155273,0,48.7848641320601,2.12584781646729,11.02449,0.638377070426941,2891,0,0.177937731146812,18.7065353393555,30.0227699279785,14.3922729492188,20.5292129516602,8.61658382415771,4.06775283813477,3.49101161956787,5.72938013076782,83.3754196166992,6.88201570510864,43.4338455200195,23.4563732147217,6.97232723236084,1,6.98000001907349,18.0400009155273,16.7000007629395
96.0,66.0400009155273,83.4100036621094,0,45.25,0,25.6527209814407,2.03731656074524,10.44729,1.37663841247559,6887,323,0.16855251789093,16.2276268005371,29.2515125274658,12.3974914550781,29.7548389434814,5.30719423294067,13.3731279373169,0.751254498958588,0.564354121685028,81.5078506469727,1.31106841564178,21.8911590576172,26.6320323944092,16.4635124206543,1,1.10000002384186,59.5099983215332,13.8000001907349
92.0,36.1399993896484,80.3399963378906,1,45.4899978637695,0,3.77520241308144,1.74919986724854,8.80897,-0.0680057108402252,-852,3087,0.162001639604568,11.2887897491455,20.8958206176758,14.695273399353,30.5063247680664,4.64741086959839,7.77585601806641,2.46440649032593,9.87659454345703,68.8077697753906,2.09666514396667,36.2873687744141,27.5493774414063,10.182806968689,0,2.44000005722046,43.6300010681152,17.5
92.0,48.3800010681152,65.216667175293,0,47.5400009155273,0,28.9829637114645,2.62828516960144,10.20569,-0.111839801073074,-53,154,0.199699774384499,20.7724952697754,33.3577728271484,12.8413934707642,26.4206523895264,6.97454738616943,1.92386507987976,5.66453123092651,12.1039381027222,61.9495124816895,6.71772050857544,42.2976570129395,21.1113147735596,6.41322422027588,1,19.2700004577637,40.439998626709,9.69999980926514
93.0,38.1399993896484,76.9100036621094,0,50.0199966430664,1,5.22246983785446,2.4141263961792,12.57898,-0.540664255619049,137,8,0.168868884444237,21.6146621704102,25.0031433105469,15.2478694915771,28.3245868682861,4.6831169128418,5.03018522262573,8.82736778259277,35.4902610778809,57.7103309631348,6.98191833496094,69.2248077392578,33.1036491394043,2.82065272331238,1,4.15000009536743,38.25,12.8999996185303
96.1019287109375,52.0192451477051,83.5958099365234,0,46.7761192321777,0,14.2466014837183,1.73851907253265,9.3460201590967,0.496016442775726,1271,1009,0.177748546004295,12.3180713653564,25.0781650543213,17.8301277160645,26.6893081665039,4.23238515853882,5.85678768157959,3.38002157211304,7.19572973251343,80.5172271728516,3.15255975723267,36.8066711425781,28.8197212219238,10.9563999176025,0,3.57140755653381,43.3572807312012,17.3700714111328
80.0941925048828,39.088062286377,78.7267456054688,1,45.2790756225586,0,12.5108103996726,1.86830604076386,9.67215899003553,-0.0817007943987846,208,0,0.198005795478821,11.4475946426392,22.6923484802246,14.5549983978271,27.5967483520508,3.12435817718506,8.41291904449463,3.23816657066345,6.26421546936035,77.5011215209961,4.0362720489502,36.7509803771973,24.6097297668457,9.60745143890381,0,2.46229958534241,15.3397579193115,14.7135791778564
84.8337097167969,33.9136047363281,78.5131149291992,0,42.9825973510742,0,6.83801888586073,1.64648389816284,9.14939825806886,-0.794040143489838,-11649,1714,0.16841447353363,11.4802408218384,20.3920936584473,12.6509580612183,28.5960464477539,4.02099895477295,7.65950393676758,2.6648256778717,22.8752498626709,72.9112548828125,2.21328091621399,32.9872589111328,20.0935287475586,10.8311023712158,0,1.64484190940857,35.4146308898926,18.2152900695801
91.6517028808594,25.5594692230225,68.5584869384766,0,44.6261138916016,0,5.64864975007266,1.91120612621307,8.82130421157405,0.0161397457122803,656,200,0.218008145689964,15.7323312759399,22.6762218475342,10.4485187530518,28.4327621459961,5.17470550537109,8.59221172332764,0.973520994186401,11.2142848968506,72.0720596313477,1.65127623081207,19.7171306610107,17.6590957641602,10.9366464614868,0,2.70285677909851,31.5230293273926,13.9405946731567
97.0389251708984,60.4744720458984,83.1020355224609,1,46.0518417358398,0,-0.497328754961259,2.08742713928223,11.3655120122254,0.934871017932892,16059,8319,0.201919719576836,15.3659706115723,25.764274597168,13.1313133239746,28.7951030731201,4.79902029037476,7.513512134552,3.46052241325378,4.33215141296387,72.2424926757813,2.05049228668213,37.7571487426758,32.110969543457,14.7051811218262,0,2.70596551895142,40.7024078369141,17.2652473449707
89.8958358764648,45.4426956176758,81.4383697509766,1,45.7444686889648,0,1.41861635604818,1.80548691749573,8.73811710718405,-0.236632823944092,100,0,0.160276547074318,11.7880229949951,22.272762298584,14.6772603988647,30.7517776489258,3.41818404197693,11.9230556488037,4.17838668823242,3.96364593505859,69.5464172363281,1.9365645647049,35.9083023071289,33.5851631164551,11.5672740936279,0,2.53456687927246,53.0499229431152,17.5251731872559
93.0,33.0400009155273,78.6699981689453,1,44.0400009155273,0,2.0227442207308,1.74046611785889,8.73487,-0.109256893396378,-792,1142,0.147984072566032,11.247992515564,22.3148384094238,10.62619972229,31.7073860168457,4.01020812988281,12.3991870880127,4.01466226577759,15.5913906097412,69.2902221679688,2.24459624290466,35.7586402893066,26.0039443969727,12.0067539215088,0,1.13999998569489,42.0999984741211,16.7999992370605
93.3790054321289,40.8472137451172,77.314697265625,0,44.9597473144531,0,-1.82227246251426,2.1830689907074,9.03150518815154,-0.153516232967377,7873,11742,0.179398968815804,15.0564804077148,24.6675395965576,11.1095895767212,28.7707977294922,4.01841354370117,5.29955911636353,3.56136894226074,9.01166248321533,60.3879051208496,1.34977579116821,34.2086143493652,29.9860649108887,10.0834045410156,1,4.44318675994873,50.3541488647461,16.3400192260742
95.0,31.6599998474121,73.7999954223633,0,41.4000015258789,0,6.9791736874031,1.86252856254578,10.66551,0.440388679504395,-214,751,0.220132231712341,12.6056966781616,20.3495864868164,9.9307746887207,26.5397491455078,4.32311391830444,9.22001838684082,2.96491312980652,15.4427547454834,79.8002777099609,1.1296055316925,20.3841686248779,18.6455707550049,10.1483955383301,1,3.35999989509583,33.2299995422363,14.1999998092651
91.8287353515625,32.868782043457,71.2467956542969,0,43.9754028320313,0,6.91786577378224,1.61721289157867,9.97045767483687,-0.250937104225159,-6705,2609,0.201387971639633,11.4109706878662,21.7918300628662,12.3030834197998,28.9683437347412,6.33880853652954,6.22412395477295,3.53297781944275,26.4818782806396,74.7783203125,0.967168927192688,24.7843933105469,21.4147052764893,11.1911563873291,0,4.59659814834595,42.617733001709,15.1033496856689
92.4230880737305,62.7741737365723,83.07373046875,0,43.3511810302734,0,0.0479396411738691,1.97298800945282,10.2063441847764,2.01979446411133,26356,1316,0.167671084403992,13.532958984375,28.3164978027344,13.1063537597656,27.7813110351563,5.65151882171631,10.4980840682983,0.43006756901741,1.49091422557831,80.4967193603516,1.90779757499695,21.1231842041016,28.9444618225098,15.7187938690186,1,2.67714142799377,48.7433624267578,16.8527774810791
85.9754333496094,55.4917831420898,83.2308578491211,1,49.7536468505859,0,25.3853334445427,1.8229455947876,10.136413196262,0.784776329994202,2934,280,0.192217990756035,11.6287565231323,31.5563201904297,20.6625232696533,27.3081817626953,4.08847236633301,6.37337923049927,2.58271479606628,3.70879721641541,68.9910659790039,3.84611368179321,44.8553848266602,26.9985942840576,8.80338668823242,0,4.31671380996704,50.3786315917969,17.7561473846436
91.9650573730469,38.0561408996582,77.9054870605469,0,44.5566635131836,0,4.7083235170045,1.50455331802368,9.62196389910629,0.170703917741776,-2787,542,0.207241222262383,10.4607696533203,22.8615589141846,15.2828102111816,30.6381492614746,6.10722208023071,8.15109252929688,3.88020205497742,19.0178489685059,79.2784729003906,1.39830350875854,26.5103816986084,24.528881072998,11.009783744812,0,2.34882712364197,46.9900779724121,16.9925880432129
81.4196395874023,37.5997467041016,74.3453674316406,0,46.3882102966309,0,-5.59267417067529,1.85150909423828,8.31173518552407,0.0469367504119873,-3600,1216,0.162450850009918,12.1833829879761,24.6304473876953,20.0411529541016,28.4394054412842,7.13964462280273,9.34824562072754,2.5237991809845,5.28735113143921,77.6127014160156,4.14415216445923,29.3668651580811,29.7567672729492,11.4781379699707,0,1.67150068283081,11.6092004776001,14.1361751556396
89.2179489135742,54.8265266418457,83.6001739501953,0,45.5305519104004,0,17.5092293446875,1.89031851291656,11.0227512776626,0.245104312896729,91270,19337,0.184330642223358,12.3065166473389,22.6327838897705,16.0619564056396,23.4339351654053,5.05873394012451,7.60889720916748,2.57621622085571,4.05666923522949,76.9983215332031,5.03110361099243,32.2291488647461,25.6096458435059,9.85697650909424,0,2.78738236427307,38.625617980957,17.1662178039551
96.0,28.0400009155273,73.4499969482422,0,45.629997253418,1,-3.08315166614761,2.37304353713989,10.1767,-0.579912960529327,-6410,1509,0.224201545119286,17.0583190917969,22.4634246826172,6.9086389541626,25.1009616851807,4.73559284210205,4.8051815032959,1.67668032646179,5.65936422348022,49.7739448547363,2.38681721687317,27.090124130249,14.6763029098511,5.80811262130737,1,2.55999994277954,38.1700019836426,10.5
88.0,29.75,69.3566665649414,0,42.8600006103516,0,-4.99505440158259,2.00283050537109,9.02103,0.0415165722370148,-228,0,0.220203220844269,15.1758375167847,23.7621440887451,11.2548198699951,29.9466571807861,4.28322649002075,3.53905010223389,4.78498458862305,37.054069519043,68.8125762939453,1.25879192352295,35.8818626403809,23.4097175598145,8.90139961242676,1,3.27999997138977,35.2099990844727,14.1999998092651
89.9817047119141,37.5754737854004,73.1765975952148,0,44.8320045471191,0,4.99570755204645,1.58710086345673,9.51615784203219,-0.392761141061783,-3813,5311,0.125816449522972,9.59431266784668,24.3196659088135,17.4807090759277,28.8783378601074,6.15574741363525,7.28937816619873,3.08910703659058,16.0868740081787,79.8285369873047,1.59700536727905,26.7786407470703,23.4251613616943,11.2784910202026,0,4.59281206130981,43.7183380126953,16.804708480835
92.0,27.0100002288818,72.7266616821289,0,44.1700019836426,0,-8.80214313050132,2.1860511302948,10.9816,0.270046204328537,-827,648,0.207557484507561,18.0437393188477,25.7403697967529,10.3527727127075,20.9206886291504,5.49388885498047,4.94485473632813,2.50809574127197,15.9011278152466,66.7542572021484,3.99325346946716,26.8498363494873,18.913667678833,6.52337217330933,1,2.40000009536743,37.4799995422363,15.3000001907349
95.0,57.5999984741211,83.5766677856445,1,47.6000022888184,0,-2.09275552997286,2.05155634880066,8.75251,-0.63228565454483,1017,2196,0.176628977060318,16.1887874603271,27.9193782806396,15.7697229385376,30.6119976043701,5.23012542724609,7.61402702331543,4.63732719421387,10.1253442764282,67.3707275390625,1.96067416667938,46.2430572509766,37.4278678894043,12.8578500747681,0,6.80999994277954,54.689998626709,18.5
90.0,26.7643489837646,67.9103622436523,0,45.0906944274902,0,2.9522413486218,1.73975467681885,8.86737769164943,0.026276171207428,-1091,4,0.204405099153519,13.0890769958496,25.2251510620117,14.1986770629883,30.8411445617676,4.94048070907593,5.74896430969238,5.24085521697998,36.1376571655273,74.1894989013672,1.43399393558502,31.3428611755371,26.2649173736572,10.6440238952637,0,4.06781435012817,45.1869125366211,14.6179351806641
97.0,21.0200004577637,65.2566680908203,1,45.1800003051758,0,0.215042006086776,1.94161522388458,9.74268,1.34429228305817,7025,1044,0.191584452986717,16.078914642334,26.651330947876,12.9692811965942,29.5305976867676,6.00823926925659,4.92114400863647,3.33236312866211,15.7037410736084,71.2637634277344,1.71999037265778,37.5856323242188,21.0126113891602,13.3252620697021,0,1.88999998569489,23.8500003814697,10.8000001907349
97.780647277832,44.9713401794434,78.9398040771484,0,43.332405090332,0,10.4253481850545,1.95560097694397,9.52688657722396,0.523608863353729,17068,2000,0.155240893363953,13.2544813156128,21.062931060791,11.3395709991455,22.4854888916016,4.25338125228882,5.86323976516724,2.23095607757568,4.71565961837769,71.7778930664063,2.04242563247681,28.1799736022949,22.264892578125,11.5869131088257,0,4.01733732223511,46.8886413574219,16.7088966369629
94.0,64.9199981689453,83.8666687011719,0,48.6100006103516,1,22.1335665100011,2.10291385650635,11.61127,0.991307497024536,16197,3971,0.207461088895798,16.6905364990234,27.023624420166,13.0882663726807,37.1063194274902,4.32801628112793,7.01378726959229,2.51145672798157,3.67449855804443,69.4099502563477,1.58826780319214,35.3985328674316,32.9248237609863,12.3415355682373,1,1.1599999666214,53.7599983215332,14.8000001907349
99.0,44.189998626709,86.4566650390625,1,45.2200012207031,0,27.5857357562509,2.15176224708557,11.96214,0.776808500289917,35485,13104,0.172599524259567,16.8604679107666,24.3120021820068,14.4363384246826,28.1938877105713,5.87033224105835,9.86967754364014,1.79062116146088,0.360001116991043,77.4007568359375,4.40314102172852,47.7441101074219,28.2737369537354,10.5347623825073,0,2.1800000667572,8.60999965667725,15.3000001907349
93.0,43.5900001525879,77.9400024414063,1,51.8299980163574,0,3.14666761001838,2.12584781646729,8.41849,-1.19800853729248,765,423,0.205654591321945,12.924220085144,27.4525604248047,11.9455165863037,28.5802669525146,4.23880529403687,5.89777803421021,2.10471105575562,4.35598659515381,40.3403091430664,1.96218681335449,38.7991027832031,20.2189826965332,6.85405588150024,0,3.86999988555908,47.9900016784668,13.1999998092651
99.0,13.8000001907349,60.7999992370605,1,42.0100021362305,0,11.7436473396041,2.43886280059814,8.75152,-0.849201798439026,-3389,0,0.193316832184792,15.3343152999878,21.0148162841797,7.09808444976807,25.0464401245117,5.55591201782227,4.81721210479736,3.45132637023926,0.366994917392731,65.634147644043,4.11740589141846,39.7279205322266,23.379077911377,14.5351257324219,0,1.71000003814697,16.5,8.5
91.0661010742188,44.1236457824707,81.7998504638672,0,45.3691291809082,0,5.90323285807006,1.48091697692871,10.4690388188175,0.22721965610981,46,1606,0.124198347330093,11.0458765029907,20.9925575256348,18.9095058441162,28.3157119750977,5.95540618896484,9.53092670440674,2.85166454315186,8.17895603179932,82.6953430175781,2.80015206336975,29.8350124359131,28.8331756591797,11.0901746749878,0,2.58774423599243,36.8684730529785,18.2185344696045
97.0,29.0499992370605,69.5466690063477,1,42.6199989318848,0,1.66742885285116,2.27109432220459,9.44215,0.267161965370178,660,0,0.196909695863724,18.5946750640869,23.1014766693115,7.84169435501099,24.6505756378174,3.02471399307251,5.11852216720581,4.58971309661865,20.8978214263916,61.9082794189453,1.68786907196045,33.9482688903809,20.4516658782959,9.94058799743652,0,2.94000005722046,35.2799987792969,13.0
